gene_id	median_tl_by_palseq	tag_count
chr1-1618	26.5	12
chr1-1472	34	14
chr1-936	54	30
chr1-1221	20	19
chr1-881	69.5	32
chr1-1031	30	25
chr1-1183	41	20
chr1-1718	42	11
chr1-627	41	53
chr1-1405	90.5	16
chr1-1619	36	13
chr1-1719	60	11
chr1-1620	19	12
chr1-1353	41.5	16
chr1-1406	37	15
chr1-739	34	42
chr1-844	47	35
chr1-1540	40.5	14
chr1-1222	31	19
chr1-1407	62	15
chr1-1354	34	16
chr1-50	37	509
chr1-863	49	33
chr1-138	37	238
chr1-531	29	67
chr1-621	30	54
chr1-882	32	32
chr1-1822	42	10
chr1-1355	39.5	16
chr1-643	50	51
chr1-937	40	30
chr1-962	33	29
chr1-240	37	154
chr1-1309	31	17
chr1-938	63	30
chr1-1720	41	11
chr1-1473	50.5	14
chr1-845	38	35
chr1-1823	29	10
chr1-1721	44	11
chr1-214	40	169
chr1-1142	29	21
chr1-456	50	83
chr1-342	44	108
chr1-1116	20.5	22
chr1-740	61.5	42
chr1-1542	37	13
chr1-1474	40	14
chr1-1143	26	21
chr1-977	31	28
chr1-1621	31	10
chr1-1824	35.5	10
chr1-1223	40	19
chr1-911	29	31
chr1-1825	63	10
chr1-659	25	53
chr1-1475	40.5	14
chr1-846	27	35
chr1-1826	46	10
chr1-741	33	42
chr1-1622	16	16
chr1-672	41	48
chr1-1408	31	15
chr1-1144	45	21
chr1-391	36.5	96
chr1-1409	48	13
chr1-1410	15	15
chr1-489	18	75
chr1-681	30	47
chr1-1013	21	31
chr1-628	26.5	50
chr1-384	38.5	98
chr1-1265	44	18
chr1-1084	25	23
chr1-1411	10.5	14
chr1-847	131	35
chr1-1	18	11129
chr1-1543	17	13
chr1-1623	35	12
chr1-1624	34.5	12
chr1-290	30	126
chr1-1544	53	15
chr1-1310	32	18
chr1-1722	29	11
chr1-1827	28	10
chr1-1145	22	16
chr1-237	42	158
chr1-1032	36	27
chr1-722	20.5	44
chr1-1311	95	17
chr1-1545	54	13
chr1-192	34	183
chr1-1055	37.5	24
chr1-864	48	33
chr1-582	59	60
chr1-1546	80	13
chr1-1547	31	13
chr1-1356	25	16
chr1-293	56	118
chr1-682	51	48
chr1-1146	37.5	20
chr1-683	56	47
chr1-197	22	158
chr1-1548	54	13
chr1-824	90.5	36
chr1-80	44	335
chr1-750	61	41
chr1-635	32	61
chr1-8	50	1619
chr1-1828	22	10
chr1-42	30	609
chr1-1830	23.5	10
chr1-1185	47.5	20
chr1-1186	51	20
chr1-309	48.5	120
chr1-700	28	46
chr1-1117	32.5	22
chr1-85	40	320
chr1-396	57	95
chr1-1549	111	15
chr1-1085	42	23
chr1-546	25	64
chr1-483	27	67
chr1-301	22	121
chr1-223	51	165
chr1-603	100	57
chr1-1312	53	17
chr1-1413	38	25
chr1-1224	43	19
chr1-319	36.5	116
chr1-660	54	45
chr1-431	35	90
chr1-18	31	994
chr1-104	63	285
chr1-1357	25	16
chr1-1724	122	11
chr1-865	70	33
chr1-287	44	127
chr1-2355	47	10
chr1-1725	42	13
chr1-636	44	52
chr1-1831	21.5	10
chr1-661	47	49
chr1-392	31	96
chr1-347	46	106
chr1-912	41	31
chr1-813	77	37
chr1-154	47	223
chr1-883	40	32
chr1-939	41	30
chr1-1959	38	11
chr1-1625	58.5	12
chr1-102	58	289
chr1-712	47	45
chr1-1550	40	13
chr1-369	56.5	102
chr1-477	92	77
chr1-358	6	103
chr1-644	37	51
chr1-1626	35	12
chr1-1225	54	19
chr1-1414	37	15
chr1-238	32	157
chr1-751	16	41
chr1-913	31	34
chr1-1627	32	12
chr1-978	41.5	28
chr1-1086	21	23
chr1-81	32	335
chr1-742	96	42
chr1-1033	15	25
chr1-89	34.5	312
chr1-1267	44.5	18
chr1-329	43	113
chr1-684	34	47
chr1-1147	81	21
chr1-848	24	35
chr1-266	36	125
chr1-1726	51.5	12
chr1-375	55	139
chr1-1057	63.5	24
chr1-1313	19	17
chr1-1832	67.5	10
chr1-1358	34	15
chr1-940	16	30
chr1-1058	51	24
chr1-118	50.5	258
chr1-94	26	305
chr1-1551	29	13
chr1-1187	64.5	20
chr1-1835	45.5	10
chr1-1477	34.5	14
chr1-1087	35	23
chr1-1118	67	22
chr1-1727	31	11
chr1-1628	46	12
chr1-1188	67	20
chr1-1088	39	23
chr1-1148	37	21
chr1-1089	42	23
chr1-1728	29.5	16
chr1-1836	27.5	10
chr1-752	46	41
chr1-1552	24	13
chr1-120	33	255
chr1-1314	47	17
chr1-1415	45	15
chr1-484	36.5	76
chr1-583	36	60
chr1-1553	38	13
chr1-1268	31	18
chr1-622	60.5	54
chr1-536	30	66
chr1-109	39	270
chr1-1189	57.5	20
chr1-1629	29	12
chr1-1729	83	13
chr1-1190	58.5	20
chr1-613	39	55
chr1-623	63.5	54
chr1-1837	71.5	10
chr1-624	47.5	54
chr1-388	37.5	76
chr1-1119	30.5	28
chr1-1149	35	21
chr1-377	30.5	100
chr1-1838	32	10
chr1-1554	35	13
chr1-1555	46	14
chr1-941	33	30
chr1-500	51	73
chr1-281	58	131
chr1-629	35	55
chr1-1839	69.5	10
chr1-1556	16	13
chr1-359	15	105
chr1-1630	27.5	14
chr1-260	24	147
chr1-1478	44	14
chr1-1631	98	12
chr1-1034	45	25
chr1-1226	60	19
chr1-1014	69	26
chr1-1120	57	24
chr1-461	51	82
chr1-1840	33	10
chr1-1269	64.5	18
chr1-1416	36	15
chr1-1730	38	11
chr1-1731	40	11
chr1-963	34	29
chr1-1632	22	12
chr1-134	32	242
chr1-239	31	155
chr1-1315	38	17
chr1-1059	186.5	24
chr1-519	47	69
chr1-765	30	40
chr1-1270	24.5	18
chr1-784	39	39
chr1-914	33	31
chr1-224	23	185
chr1-315	32	118
chr1-1271	58.5	18
chr1-1272	17.5	18
chr1-884	32	32
chr1-1479	24.5	14
chr1-785	17	39
chr1-209	32.5	174
chr1-600	66.5	58
chr1-1633	51	12
chr1-570	22	61
chr1-1634	26	11
chr1-673	37	48
chr1-866	34	33
chr1-1732	56	11
chr1-1635	25.5	12
chr1-1417	36	15
chr1-1060	66.5	24
chr1-302	38	121
chr1-645	21	51
chr1-849	34	35
chr1-410	34	92
chr1-713	40	45
chr1-1733	56	11
chr1-1841	40	10
chr1-1842	58.5	10
chr1-1150	26	21
chr1-1843	59	10
chr1-1844	35.5	10
chr1-1980	28	10
chr1-1273	36.5	18
chr1-119	25	256
chr1-1845	69	10
chr1-1734	31	11
chr1-825	60	36
chr1-75	34	350
chr1-1191	29	20
chr1-1636	34	17
chr1-551	30	63
chr1-1480	31	14
chr1-1735	54	11
chr1-786	34	39
chr1-766	52.5	40
chr1-492	66.5	74
chr1-767	46	40
chr1-470	165	80
chr1-885	46.5	32
chr1-1151	41	21
chr1-434	45	87
chr1-802	30	38
chr1-1015	52	26
chr1-47	41	571
chr1-254	43	145
chr1-646	55	51
chr1-1481	45	14
chr1-291	39.5	126
chr1-1557	27	13
chr1-1482	31	14
chr1-1275	22	18
chr1-685	48	47
chr1-135	35	243
chr1-1192	39	20
chr1-1035	62	19
chr1-56	40	455
chr1-1152	63	21
chr1-1121	56	22
chr1-397	38	95
chr1-1637	34	12
chr1-1638	10.5	12
chr1-1846	36.5	10
chr1-915	40	24
chr1-6	39	2140
chr1-12	44	1242
chr1-1016	33	26
chr1-131	26	247
chr1-686	32	47
chr1-45	48	557
chr1-662	66	49
chr1-654	27	50
chr1-242	38	153
chr1-867	57	33
chr1-58	37	424
chr1-68	47	368
chr1-942	66	30
chr1-1641	33	12
chr1-1090	27	23
chr1-1194	40	20
chr1-1642	35	12
chr1-435	44	87
chr1-1276	32	21
chr1-571	28	61
chr1-160	62	217
chr1-378	37	100
chr1-1737	37	10
chr1-506	31	72
chr1-552	91	63
chr1-943	36.5	30
chr1-493	32	74
chr1-1419	31	15
chr1-1195	69.5	20
chr1-1196	36	20
chr1-271	33	135
chr1-1849	25.5	10
chr1-183	33.5	198
chr1-1420	74	15
chr1-1484	21.5	14
chr1-158	36	221
chr1-1643	20.5	12
chr1-485	17	76
chr1-1061	30	24
chr1-723	21	44
chr1-1122	17	22
chr1-1062	46.5	24
chr1-446	30	85
chr1-886	29	40
chr1-1485	32	14
chr1-1850	38.5	10
chr1-701	151.5	46
chr1-1421	39	15
chr1-219	21	167
chr1-826	51	36
chr1-944	19.5	30
chr1-979	41.5	28
chr1-1017	33	26
chr1-1360	69.5	16
chr1-997	37.5	34
chr1-1197	47	20
chr1-189	44	187
chr1-1558	44	13
chr1-1063	41	24
chr1-1198	50	20
chr1-1559	40	13
chr1-381	24	99
chr1-439	63.5	86
chr1-1738	16	11
chr1-532	33	67
chr1-1277	24	18
chr1-1851	81.5	10
chr1-1486	19.5	12
chr1-1487	20	13
chr1-1123	27	23
chr1-2646	40	12
chr1-426	40	81
chr1-1361	31	16
chr1-299	42.5	122
chr1-1229	27	19
chr1-1199	20	21
chr1-814	21	37
chr1-702	22	46
chr1-389	19	97
chr1-1317	77	17
chr1-1488	48.5	14
chr1-1644	51	11
chr1-207	61	175
chr1-171	56	207
chr1-945	37.5	32
chr1-1200	47.5	20
chr1-1278	45	18
chr1-964	35	29
chr1-1560	57	21
chr1-542	60	65
chr1-1645	49	12
chr1-2001	52	13
chr1-1489	32	14
chr1-156	37	222
chr1-1230	19	19
chr1-687	46.5	46
chr1-1561	38	13
chr1-466	31	81
chr1-226	57.5	164
chr1-333	53	124
chr1-1422	37	15
chr1-1362	30.5	16
chr1-1091	33	23
chr1-1490	31.5	14
chr1-1739	57	11
chr1-1423	33	15
chr1-1852	62	10
chr1-1740	54	11
chr1-1853	37	10
chr1-1646	57	12
chr1-1064	78.5	24
chr1-560	35.5	62
chr1-86	33	319
chr1-243	27	153
chr1-1424	36	15
chr1-1562	37	13
chr1-1065	25	26
chr1-1231	26	26
chr1-230	73	158
chr1-1741	46	11
chr1-1425	18	15
chr1-1854	74.5	10
chr1-1318	40	17
chr1-827	19	39
chr1-916	59	31
chr1-1426	13	15
chr1-1742	34	11
chr1-32	20	655
chr1-1427	160	15
chr1-1743	13	11
chr1-1092	77	23
chr1-1153	31	21
chr1-946	44	30
chr1-174	35	208
chr1-887	43	32
chr1-857	21	34
chr1-1066	35.5	24
chr1-743	41	42
chr1-145	33.5	234
chr1-258	17	144
chr1-83	37	331
chr1-1744	41	11
chr1-1855	62	10
chr1-1154	52	21
chr1-63	35	391
chr1-1364	21	16
chr1-803	26	38
chr1-1363	40	16
chr1-663	58	49
chr1-1856	45	10
chr1-1857	37.5	10
chr1-494	16	74
chr1-1279	36	18
chr1-1648	35.5	12
chr1-688	21	47
chr1-1365	21.5	16
chr1-398	68	95
chr1-1563	71	13
chr1-1366	36.5	16
chr1-1858	14	10
chr1-1745	36	11
chr1-1319	30	25
chr1-1320	21	17
chr1-584	45	60
chr1-478	41	77
chr1-1428	25	15
chr1-1321	34	17
chr1-1746	26	11
chr1-1367	51	17
chr1-1649	31.5	12
chr1-965	27	29
chr1-1650	33	12
chr1-674	30.5	32
chr1-1155	33	21
chr1-1368	25	15
chr1-340	17	103
chr1-966	33	35
chr1-1747	35	11
chr1-1156	30	15
chr1-1232	34	19
chr1-1369	63.5	16
chr1-888	30	33
chr1-1280	49.5	18
chr1-592	37	59
chr1-768	44.5	40
chr1-422	42	90
chr1-868	40	33
chr2-1629	59	10
chr2-1295	35.5	14
chr2-889	38.5	24
chr2-246	24	116
chr2-1421	36	13
chr2-1296	24.5	14
chr2-807	38.5	28
chr2-540	38	47
chr2-170	27	164
chr2-1630	17	10
chr2-320	46	94
chr2-1520	32	11
chr2-1631	26.5	10
chr2-1633	22	10
chr2-1422	19	11
chr2-1632	46.5	10
chr2-912	56	23
chr2-364	60.5	78
chr2-890	36	26
chr2-1423	32	12
chr2-1634	37	10
chr2-356	34	85
chr2-951	40.5	22
chr2-1521	16	11
chr2-321	35	90
chr2-1086	30	18
chr2-1522	57.5	14
chr2-1635	23	10
chr2-1297	105	14
chr2-1636	47	10
chr2-1424	37	12
chr2-1087	34	18
chr2-1008	49.5	20
chr2-1425	26.5	12
chr2-1184	21	16
chr2-349	42	80
chr2-378	27	79
chr2-1523	30	11
chr2-1524	59	11
chr2-952	38	22
chr2-59	51	366
chr2-1525	43	11
chr2-1638	24	10
chr2-977	41	21
chr2-266	53.5	108
chr2-863	22	25
chr2-1639	41	10
chr2-1185	26.5	16
chr2-1186	25	16
chr2-978	21	21
chr2-1298	37.5	14
chr2-156	33	174
chr2-1526	38	11
chr2-783	48.5	28
chr2-835	30.5	28
chr2-281	40	105
chr2-864	76	25
chr2-627	34.5	38
chr2-1133	137	17
chr2-1426	21.5	12
chr2-600	46	40
chr2-446	20	62
chr2-1187	48	15
chr2-197	51	143
chr2-836	35	27
chr2-663	32	35
chr2-1134	21	17
chr2-1088	41.5	18
chr2-837	34	26
chr2-1299	31	14
chr2-1363	55	13
chr2-584	37	42
chr2-57	35	366
chr2-81	22	283
chr2-1188	26.5	16
chr2-1640	51	10
chr2-979	28	30
chr2-1641	16.5	10
chr2-913	49	23
chr2-649	56	36
chr2-1642	15.5	10
chr2-293	42	99
chr2-573	45	43
chr2-727	32	31
chr2-1364	62	13
chr2-1428	26	12
chr2-1237	29	15
chr2-1644	76	10
chr2-95	43	263
chr2-115	39	222
chr2-306	58.5	94
chr2-28	17	527
chr2-34	39	521
chr2-1042	40	19
chr2-421	24	66
chr2-227	50	126
chr2-275	47	106
chr2-541	84	47
chr2-747	35.5	30
chr2-1301	36.5	14
chr2-1923	21	11
chr2-1009	16.5	20
chr2-187	22	150
chr2-915	55	23
chr2-914	28	23
chr2-146	45	182
chr2-38	44	494
chr2-637	29	37
chr2-218	29	130
chr2-650	41	29
chr2-1189	42	16
chr2-865	56	25
chr2-4	36	2153
chr2-282	23	105
chr2-528	36	48
chr2-235	43	124
chr2-1135	147	17
chr2-628	66	38
chr2-365	26	78
chr2-1238	21	15
chr2-1527	43	11
chr2-1645	40	10
chr2-422	28	66
chr2-1429	41.5	12
chr2-1646	43	10
chr2-1366	13	13
chr2-585	107	42
chr2-91	35	274
chr2-1647	31.5	10
chr2-1302	47.5	14
chr2-1367	45	13
chr2-1303	42	14
chr2-1190	99.5	16
chr2-1528	36	11
chr2-838	26	26
chr2-1010	34.5	20
chr2-1304	18.5	14
chr2-1430	33.5	12
chr2-1191	41.5	16
chr2-1192	38	16
chr2-677	60.5	34
chr2-39	41	487
chr2-1305	31	14
chr2-1306	77.5	14
chr2-1307	35.5	14
chr2-784	23	29
chr2-638	42	43
chr2-25	81	701
chr2-748	21	30
chr2-1432	32.5	12
chr2-1431	65	12
chr2-311	37	93
chr2-1648	74.5	10
chr2-678	74	34
chr2-610	42	39
chr2-1309	25.5	14
chr2-808	21	27
chr2-1433	42	12
chr2-74	40	304
chr2-438	38	63
chr2-1136	42	17
chr2-1089	27.5	18
chr2-1043	29	19
chr2-1090	22.5	18
chr2-1649	54	10
chr2-1137	34	17
chr2-1650	40	10
chr2-611	33	39
chr2-953	55	22
chr2-1091	58	18
chr2-768	30	29
chr2-23	18	719
chr2-1011	27.5	20
chr2-651	52	36
chr2-1652	44	10
chr2-1434	49	12
chr2-1239	85	16
chr2-200	61.5	142
chr2-283	58	105
chr2-809	29	27
chr2-244	26	118
chr2-839	19	43
chr2-652	51.5	36
chr2-1240	69	15
chr2-749	39.5	30
chr2-78	42	295
chr2-1435	43	12
chr2-1193	20.5	16
chr2-1530	27	11
chr2-629	39	38
chr2-407	63.5	68
chr2-152	35	176
chr2-85	33	287
chr2-125	53	202
chr2-728	80	31
chr2-1241	32	15
chr2-916	31	23
chr2-485	76	55
chr2-769	41	29
chr2-1436	19	12
chr2-810	49	27
chr2-1437	47	12
chr2-1438	35	13
chr2-192	22.5	148
chr2-457	36	65
chr2-1439	33.5	12
chr2-1776	60	18
chr2-1440	34.5	12
chr2-1242	41	15
chr2-891	34.5	24
chr2-392	65	70
chr2-542	26	47
chr2-1310	29.5	14
chr2-1138	22	23
chr2-184	28	153
chr2-1194	31.5	16
chr2-639	40	47
chr2-240	43.5	118
chr2-439	37	63
chr2-1441	163.5	12
chr2-653	46	36
chr2-954	26.5	22
chr2-154	25	178
chr2-811	0	29
chr2-500	46.5	52
chr2-260	31	111
chr2-1012	52	20
chr2-155	57	175
chr2-70	25	318
chr2-785	38	28
chr2-640	40	37
chr2-110	35	231
chr2-641	102	37
chr2-151	37	177
chr2-1311	26.5	14
chr2-276	37	106
chr2-19	28	769
chr2-287	43	102
chr2-1044	140	19
chr2-713	36.5	32
chr2-193	39	147
chr2-408	31.5	68
chr2-664	30	35
chr2-917	52	23
chr2-477	43.5	56
chr2-26	33	642
chr2-94	54	265
chr2-892	26	24
chr2-840	26.5	26
chr2-423	56	66
chr2-1139	21	16
chr2-1442	73	15
chr2-529	23	48
chr2-119	35.5	214
chr2-1312	25.5	14
chr2-486	47	55
chr2-230	31	99
chr2-770	37	29
chr2-179	28	157
chr2-1531	46	11
chr2-1092	40	19
chr2-1532	40	11
chr2-1140	37	17
chr2-543	39	42
chr2-1093	31.5	18
chr2-1195	53	16
chr2-1654	152	10
chr2-434	37	62
chr2-245	37	117
chr2-841	33	26
chr2-558	32	45
chr2-1094	38.5	18
chr2-630	30	38
chr2-157	29	174
chr2-893	22.5	24
chr2-955	39	22
chr2-729	51	31
chr2-1779	49	13
chr2-1243	88	15
chr2-559	41	45
chr2-1013	32.5	20
chr2-219	24	129
chr2-1313	55.5	14
chr2-261	44	111
chr2-1655	45	10
chr2-9	39	953
chr2-99	81	255
chr2-601	33	45
chr2-1443	41	12
chr2-1314	30	14
chr2-771	77	29
chr2-393	168.5	70
chr2-918	95	23
chr2-1196	33.5	16
chr2-1535	25	11
chr2-1444	38	12
chr2-93	34.5	268
chr2-714	52	32
chr2-866	63	25
chr2-478	23	56
chr2-517	20	49
chr2-772	14	29
chr2-1658	37	10
chr2-695	48	33
chr2-1014	54	21
chr2-665	52	37
chr2-1369	49	13
chr2-551	48	46
chr2-919	24	23
chr2-1370	29	13
chr2-786	37	28
chr2-602	15	40
chr2-773	35	29
chr2-1015	24	20
chr2-560	70	44
chr2-447	38	61
chr2-1536	18	11
chr2-1045	50	19
chr2-450	18	60
chr2-386	41	72
chr2-97	34	258
chr2-1197	33.5	18
chr2-679	36.5	34
chr2-774	26	29
chr2-867	40	25
chr2-586	30	42
chr2-750	13	30
chr2-1371	26	13
chr2-920	41.5	44
chr2-1016	27.5	20
chr2-1315	77.5	14
chr2-921	75	23
chr2-787	51	28
chr2-1244	38	15
chr2-788	18	27
chr2-1316	23.5	14
chr2-487	29	57
chr2-357	38	74
chr2-1537	27	11
chr2-566	31	44
chr2-894	106.5	24
chr2-730	28	31
chr2-868	56	23
chr2-337	42.5	84
chr2-751	25	30
chr2-206	31	138
chr2-366	25	77
chr2-1198	18	16
chr2-189	32	149
chr2-132	28	195
chr2-493	29	54
chr2-341	86	90
chr2-715	18	32
chr2-327	46	89
chr2-956	53	22
chr2-696	48	33
chr2-504	62	51
chr2-1372	38	13
chr2-399	27	69
chr2-592	27	41
chr2-505	23	51
chr2-183	23	154
chr2-1046	41	19
chr2-1017	46	20
chr2-1538	35	11
chr2-545	59	47
chr2-1373	136	13
chr2-732	49	33
chr2-1095	66.5	18
chr2-1539	35	11
chr2-731	32	33
chr2-1317	44	14
chr2-612	37	39
chr2-1540	24	11
chr2-1374	50	13
chr2-752	31.5	30
chr2-680	51.5	34
chr2-1659	55.5	10
chr2-842	27	26
chr2-1660	53	10
chr2-195	34	145
chr2-980	34	21
chr2-172	60	161
chr2-342	26	83
chr2-82	44	287
chr2-666	25	35
chr2-1375	32	13
chr2-83	27	289
chr2-812	26	27
chr2-1318	33	14
chr2-1445	0	12
chr2-1661	37.5	10
chr2-501	24.5	52
chr2-1245	29	15
chr2-697	31	33
chr2-1047	2	19
chr2-681	43	34
chr2-1319	73	14
chr2-137	30	192
chr2-1096	36	18
chr2-1320	62.5	14
chr2-1662	32.5	10
chr2-1663	20	10
chr2-567	65.5	44
chr2-256	23	112
chr2-1246	21	15
chr2-922	62	25
chr2-69	33	308
chr2-488	40	59
chr2-440	29	63
chr2-169	59	163
chr2-1247	32	15
chr2-479	28	56
chr2-194	46	149
chr2-552	35	46
chr2-1321	62	14
chr2-208	20	137
chr2-257	57.5	112
chr2-753	38	31
chr2-358	47	80
chr2-1664	27	10
chr2-241	38	118
chr2-843	43.5	26
chr2-1377	39	13
chr2-844	32	26
chr2-1446	32.5	12
chr2-1541	4	11
chr2-1018	47	20
chr2-698	37	33
chr2-1665	45.5	10
chr2-1378	37	13
chr2-603	28	40
chr2-957	45	22
chr2-1141	26	17
chr2-502	33.5	52
chr2-1322	27.5	14
chr2-1142	43	17
chr2-613	29	39
chr2-375	23	79
chr2-1542	18	11
chr2-129	42	199
chr2-895	49.5	26
chr2-1666	31	10
chr2-716	49.5	32
chr2-1248	35	15
chr2-1667	14.5	10
chr2-1323	48.5	14
chr2-22	48	748
chr2-435	35.5	64
chr2-1668	42	10
chr2-428	49.5	66
chr2-845	37	26
chr2-5	33	2082
chr2-1199	24	16
chr2-869	48	25
chr2-176	38	159
chr2-981	71	21
chr2-89	33	276
chr2-1669	39	10
chr2-299	37	96
chr2-307	31	94
chr2-789	17	28
chr2-530	37	48
chr2-1019	32.5	20
chr2-1048	25	19
chr2-225	63	127
chr2-1543	29	11
chr2-1379	31	23
chr2-1544	33	10
chr2-574	32	43
chr2-1249	38	15
chr2-1670	96.5	10
chr2-614	38	39
chr2-1324	36.5	14
chr2-1671	137	11
chr2-1143	49	17
chr2-870	33	25
chr2-1795	39.5	10
chr2-102	43	242
chr2-1545	56	11
chr2-958	19	22
chr2-1250	19	15
chr2-215	77.5	130
chr2-205	55	141
chr2-448	33	61
chr2-518	36	49
chr2-1672	23.5	10
chr2-343	42	83
chr2-1049	35	19
chr2-1673	24	10
chr2-509	20	51
chr2-1380	162	13
chr2-1447	29.5	12
chr2-359	32.5	80
chr2-717	33	32
chr2-871	43	28
chr2-1097	35	18
chr2-575	30	43
chr2-1546	38	11
chr2-441	37	63
chr2-1325	17	14
chr2-1674	32.5	10
chr2-210	39	135
chr2-1675	56.5	10
chr2-106	24	237
chr2-372	47	66
chr2-1251	54	15
chr2-2177	47	10
chr2-1144	50	17
chr2-1326	15.5	14
chr2-489	27	55
chr2-959	26	22
chr2-1970	38	10
chr2-813	87	27
chr2-733	25	31
chr2-360	30	79
chr2-1252	54	15
chr2-1547	28	12
chr2-1253	58	15
chr2-561	43	45
chr2-1098	23	18
chr2-1676	33.5	10
chr2-1799	30	11
chr2-134	51.5	196
chr2-960	26.5	22
chr2-1677	38	10
chr2-982	35	21
chr2-1448	34.5	12
chr2-1678	20.5	12
chr2-288	39	101
chr2-1200	36	19
chr2-1050	23	19
chr2-301	42	95
chr2-429	65	60
chr2-8	19	1046
chr2-221	19	128
chr2-654	43	36
chr2-754	37	30
chr2-983	56	21
chr2-1449	50	12
chr2-86	55	286
chr2-1450	153.5	12
chr2-1679	36	10
chr2-47	53	407
chr2-1201	62	16
chr2-344	39	83
chr2-923	30	23
chr2-1381	27	13
chr2-506	82	51
chr2-1548	40	11
chr2-846	33	26
chr2-924	31	23
chr2-1451	43.5	12
chr2-1327	35	14
chr2-270	43	107
chr2-87	47	285
chr2-159	53	173
chr2-755	33	30
chr2-277	26	108
chr2-1549	50	11
chr2-1680	126.5	10
chr2-1382	31	13
chr2-699	40	33
chr2-531	30.5	48
chr2-1099	32	18
chr2-532	30.5	48
chr2-814	34	31
chr2-1051	30	19
chr2-790	33	28
chr2-553	34.5	46
chr2-847	30.5	26
chr2-1452	29	12
chr2-1681	55	10
chr2-1453	42.5	14
chr2-1202	32.5	16
chr2-1254	23	15
chr2-519	64	49
chr2-204	67.5	140
chr2-1145	31	17
chr2-718	22	32
chr2-1550	33	11
chr2-1383	49	13
chr2-1809	53	13
chr2-1328	46.5	14
chr2-1551	28	11
chr2-587	54.5	42
chr2-1552	37	11
chr2-576	29	57
chr2-775	41.5	30
chr2-756	39.5	30
chr2-409	30	68
chr2-1682	29	10
chr2-118	37	215
chr2-1384	29	13
chr2-387	25	72
chr2-1203	30	11
chr2-1052	32	19
chr2-1020	35.5	20
chr2-507	30	51
chr2-53	41	387
chr2-44	45	416
chr2-1	24	3133
chr2-631	36	38
chr2-430	27	69
chr2-682	35.5	34
chr2-120	43	213
chr2-167	29	163
chr2-1329	22.5	14
chr2-1385	83	13
chr2-700	48	33
chr2-815	33.5	30
chr2-1204	34.5	16
chr2-1455	37.5	12
chr2-593	34	42
chr2-776	29	30
chr2-75	30	303
chr2-896	31	27
chr2-1386	67	13
chr2-121	61	213
chr2-984	29	21
chr2-1021	110	20
chr2-1387	67	13
chr2-222	39	126
chr2-1456	25.5	12
chr2-242	32	118
chr2-431	156	65
chr2-1388	43	13
chr2-962	68	22
chr2-577	112	43
chr2-1146	31	17
chr2-1457	141.5	12
chr2-173	36	160
chr2-258	29	112
chr2-18	30	702
chr2-925	32	23
chr2-1255	34	15
chr2-926	52	23
chr2-1147	37	18
chr2-67	36	334
chr2-56	35	368
chr2-71	26	313
chr2-1053	37.5	20
chr2-1555	62	11
chr2-1054	36	19
chr2-1022	27	15
chr2-459	75	58
chr2-1256	32	15
chr2-546	57	47
chr2-100	48	261
chr2-207	57.5	138
chr2-1257	40	15
chr2-1683	19.5	10
chr2-872	29	25
chr2-1055	58	19
chr2-302	33	95
chr2-578	39	43
chr2-107	33	233
chr2-734	60	31
chr2-149	40	181
chr2-510	89	50
chr2-380	27	74
chr2-897	37	24
chr2-1148	16	17
chr2-701	17	33
chr2-655	16	36
chr2-1258	36	15
chr2-109	37	223
chr2-1023	33	22
chr2-252	21.5	114
chr2-927	31	23
chr2-985	41.5	22
chr2-1259	27	15
chr2-63	61	344
chr2-1260	26	15
chr2-1556	98	11
chr2-1261	40	15
chr2-388	53	72
chr2-1056	63	19
chr2-65	25	344
chr2-568	105.5	44
chr2-533	27.5	54
chr2-480	38	56
chr2-848	27	24
chr2-468	42	57
chr2-1458	9	12
chr2-253	26	114
chr2-1816	23	11
chr2-1389	46	13
chr2-113	31	222
chr2-594	52	41
chr2-615	36	39
chr2-928	35	23
chr2-1262	16	15
chr2-6	26	1238
chr2-1024	24.5	20
chr2-1205	40.5	16
chr2-569	23	52
chr2-1459	22.5	12
chr2-313	34	92
chr2-849	25.5	24
chr2-1057	63	19
chr2-1557	33	11
chr2-1149	38	17
chr2-554	31.5	46
chr2-1684	9.5	10
chr2-1058	25	19
chr2-451	35.5	60
chr2-963	51	22
chr2-683	30.5	34
chr2-400	38	69
chr2-1206	41	16
chr2-201	36	143
chr2-2467	36	11
chr2-1330	116	15
chr2-1685	57	10
chr2-1207	34.5	16
chr2-986	34	21
chr2-873	59	25
chr2-1059	20	19
chr2-1686	64.5	10
chr2-1558	33	11
chr2-1150	20	17
chr2-1460	43	12
chr2-236	35	121
chr2-1559	33	11
chr2-160	31	173
chr2-1331	24.5	14
chr2-1060	47	19
chr2-667	31	35
chr2-657	34	36
chr2-656	17	37
chr2-331	58	86
chr2-684	24.5	34
chr2-850	56.5	28
chr2-243	60.5	118
chr2-1263	144	15
chr2-1264	37.5	16
chr2-791	43	29
chr2-48	33	399
chr2-1687	48	10
chr2-1560	53	11
chr2-719	43	32
chr2-114	28	221
chr2-40	37	467
chr2-314	31	92
chr2-1208	31.5	16
chr2-177	20	159
chr2-494	26.5	54
chr2-685	24.5	34
chr2-367	47	78
chr2-1688	25.5	10
chr2-42	71	419
chr2-511	44	50
chr2-929	29	23
chr2-735	42	31
chr2-1461	32	12
chr2-52	36	381
chr2-503	38.5	52
chr2-147	28	189
chr2-265	33	109
chr2-108	34	233
chr2-616	48	39
