gene_id	diff_by_palseq	count_min
chr17-245	-5	10
chr17-609	30	27
chr17-465	-32.5	14
chr17-175	-29	45
chr17-358	-121.5	14
chr17-251	-9.5	16
chr17-372	1	11
chr17-162	-3	60
chr17-795	23.5	16
chr17-442	-6	20
chr17-150	-20	27
chr17-637	2	14
chr17-457	41.5	18
chr17-714	0.5	12
chr17-18	28	173
chr17-55	-18	203
chr17-638	41	11
chr17-42	10	29
chr17-511	33	21
chr17-420	31	23
chr17-443	16	15
chr17-182	42	15
chr17-359	-6	32
chr17-189	-15	13
chr17-116	2	43
chr17-617	-4.5	20
chr17-67	12	13
chr17-549	111	16
chr17-568	-47	32
chr17-335	87	33
chr17-195	-39	21
chr17-421	7	23
chr17-200	70.5	116
chr17-699	-2	21
chr17-89	11	63
chr17-83	11.5	162
chr17-73	5.5	52
chr17-680	20	11
chr17-303	19.5	34
chr17-230	-20.5	19
chr17-165	-2.5	14
chr17-108	-99	197
chr17-64	-19	239
chr17-835	6	15
chr17-141	-32.5	154
chr17-237	91	22
chr17-666	41.5	16
chr17-497	40.5	14
chr17-137	-6	11
chr17-12	62	811
chr17-117	-23	21
chr17-78	56	224
chr17-143	-47	15
chr17-43	7	161
chr17-429	-21	21
chr17-292	-15.5	12
chr17-235	-2.5	15
chr17-35	-1	310
chr17-25	36	584
chr17-15	1	33
chr17-288	0	67
chr17-202	-1	23
chr17-41	-35	118
chr17-460	-22	18
chr17-106	-19.5	14
chr17-166	29	33
chr17-184	-19	23
chr17-640	51	11
chr17-60	-10	23
chr17-146	45	118
chr17-93	7	70
chr17-90	28.5	208
chr17-449	98.5	20
chr17-115	-22	61
chr17-160	21	143
chr17-23	31	145
chr17-535	2.5	16
chr17-81	-21	37
chr17-528	-64.5	36
chr17-800	-10.5	11
chr17-801	2	16
chr17-127	0	63
chr17-569	91	26
chr17-377	90	59
chr17-435	3.5	11
chr17-361	-18	13
chr17-337	-32.5	26
chr17-515	94.5	30
chr17-94	13	16
chr17-29	-15.5	178
chr17-374	-8	19
chr17-120	-3	57
chr17-446	-30	43
chr17-290	-7	35
chr17-97	3	52
chr17-210	-53	87
chr17-59	0	18
chr17-866	-133	14
chr17-321	-23	17
chr17-123	-10	24
chr17-643	42	10
chr17-383	-5	33
chr17-167	-58.5	40
chr17-19	7	136
chr17-293	-19.5	23
chr17-62	3	79
chr17-542	137	10
chr17-447	56.5	20
chr17-543	-33.5	27
chr17-451	-30.5	35
chr17-157	0	23
chr17-685	54.5	22
chr17-571	45	19
chr17-775	-14.5	11
chr17-40	13	41
chr17-114	-39.5	16
chr17-399	11	31
chr17-407	97.5	18
chr17-378	17.5	32
chr17-179	-11	14
chr17-128	-12	17
chr17-351	50	22
chr17-552	-8	27
chr17-352	-3.5	38
chr17-45	69	142
chr17-300	121.5	14
chr17-129	4	29
chr17-704	96	11
chr17-423	-27.5	13
chr17-353	-8.5	50
chr17-171	-1	36
chr17-869	54	14
chr17-371	27	23
chr17-168	-21	17
chr17-342	56.5	44
chr17-99	-10.5	62
chr17-17	-6	19
chr17-193	8	42
chr17-205	-5.5	40
chr17-285	58.5	32
chr17-654	-10	22
chr17-645	-17	25
chr17-33	31	39
chr17-36	52	130
chr17-1	-26.5	34
chr17-615	-21	10
chr17-194	-20	29
chr17-26	38	335
chr17-344	-0.5	18
chr17-158	-49.5	144
chr17-131	7	22
chr17-118	-10	13
chr17-546	-15	14
chr17-215	19	17
chr17-204	-49.5	89
chr17-572	17	23
chr17-955	-144.5	12
chr17-10	2	605
chr17-102	-12.5	118
chr17-297	16	17
chr17-555	3.5	14
chr17-69	47.5	144
chr17-80	1	19
chr17-4	83	1580
chr17-5	-1	300
chr17-2	-5	1101
chr17-47	4	110
chr17-176	-16.5	23
chr17-71	-3	15
chr17-86	-6	30
chr17-226	-17	45
chr17-847	-16	15
chr17-440	-5.5	10
chr17-46	63	226
chr17-101	24	132
chr17-345	-44	47
chr17-596	-117	20
chr17-879	35	14
chr17-573	53	11
chr17-880	-22.5	13
chr17-322	39	70
chr17-411	26	56
chr17-170	-11	28
chr17-27	22	415
chr17-6	-17	468
chr17-61	33	49
chr17-154	-8	122
chr17-85	-6	33
chr17-142	26.5	18
chr17-57	15.5	194
chr17-109	-22	54
chr17-356	-31	12
chr17-441	-65	36
chr17-144	-25	12
chr17-180	-41	19
chr17-347	61.5	26
chr17-557	8	23
chr17-1079	4.5	10
chr17-575	6.5	10
chr17-213	84	30
chr17-22	14	295
chr17-262	-18.5	14
chr18-1	46	5093
chr18-16	-4.5	10
chr18-123	29	12
chr18-75	70	48
chr18-13	64	95
chr18-9	-4.5	38
chr18-57	-12	35
chr18-17	29.5	110
chr18-429	-14	10
chr18-22	-35	201
chr18-24	-81.5	34
chr18-350	153	13
chr18-128	68	21
chr18-334	18.5	14
chr18-91	-61	29
chr18-174	123.5	12
chr18-283	25.5	17
chr18-32	50	30
chr18-92	35.5	62
chr18-114	15	31
chr18-241	9.5	19
chr18-5	9	147
chr18-156	34.5	25
chr18-138	115	20
chr18-150	-17.5	15
chr18-76	-14	23
chr18-299	81	16
chr18-7	71	73
chr18-14	54.5	130
chr18-3	85	343
chr18-52	21	29
chr18-119	29.5	26
chr18-19	-11	20
chr18-134	13	15
chr18-36	16.5	94
chr18-20	9.5	10
chr18-376	-11	11
chr18-139	51	12
chr18-111	42.5	42
chr18-96	35	13
chr18-100	72	48
chr18-105	-48	43
chr18-50	20	29
chr18-40	-22	18
chr18-74	21.5	21
chr18-10	22.5	68
chr18-248	40.5	21
chr18-78	20	12
chr18-190	13	29
chr18-260	69	13
chr18-62	-58	18
chr18-289	29	13
chr18-226	-10.5	12
chr18-110	-9	13
chr18-378	-69	12
chr18-127	-13	12
chr18-43	-50	119
chr18-140	7.5	14
chr18-227	14.5	10
chr18-23	106	71
chr18-130	-35	37
chr18-317	-8	15
chr18-117	-0.5	18
chr18-34	43	49
chr18-8	-8	89
chr18-244	-47	11
chr18-279	26	18
chr18-25	-6	13
chr18-12	-19	73
chr18-116	-17	37
chr18-159	-35	13
chr18-102	-28	43
chr18-54	26	102
chr18-412	-47	11
chr18-53	147	29
chr18-382	-15.5	12
chr18-38	-14.5	55
chr18-309	-11	15
chr18-148	6	14
chr18-383	-16	12
chr18-63	37.5	89
chr18-64	-7	11
chr18-199	-27	13
chr18-37	88	48
chr18-466	-50.5	10
chr18-168	19	15
chr18-61	33.5	100
chr18-45	-13.5	62
chr18-194	26	29
chr18-146	12.5	20
chr18-33	11.5	32
chr18-83	-41	11
chr18-58	36.5	34
chr18-137	40	21
chr18-28	31	21
chr18-369	-75	13
chr18-149	61	18
chr18-2	24.5	132
chr18-46	-8	76
chr18-470	32	10
chr18-73	-6	22
chr18-153	-27.5	12
chr18-425	124.5	11
chr18-84	97	62
chr18-213	9	27
chr18-272	-42	14
chr18-15	46	20
chr18-427	-1	13
chr18-21	5	65
chr18-273	44	13
chr18-85	21	38
chr18-79	141	36
chr18-113	-30.5	29
chr19-260	12	34
chr19-227	-4	29
chr19-787	89	10
chr19-136	-71	124
chr19-319	78	41
chr19-216	47	55
chr19-231	49	10
chr19-198	-11	17
chr19-126	8	110
chr19-25	53	401
chr19-563	15.5	34
chr19-609	-103	30
chr19-61	-6.5	10
chr19-673	41.5	24
chr19-283	207	31
chr19-446	36	32
chr19-232	-5	59
chr19-280	22	15
chr19-110	5	39
chr19-75	57	148
chr19-179	-18	27
chr19-294	-1	85
chr19-51	11	351
chr19-398	-29	29
chr19-92	123	49
chr19-263	144.5	44
chr19-647	21.5	10
chr19-338	-66	75
chr19-158	130	17
chr19-447	-96	10
chr19-431	-10	10
chr19-148	-14	19
chr19-93	-7	15
chr19-34	-27	343
chr19-66	12	119
chr19-150	32.5	84
chr19-84	37	99
chr19-442	-79.5	15
chr19-298	-22.5	21
chr19-139	13.5	26
chr19-17	-12	772
chr19-145	-2.5	110
chr19-487	-14	10
chr19-1	-4	98
chr19-67	8	27
chr19-116	30.5	18
chr19-129	-8	13
chr19-363	11.5	11
chr19-972	-147.5	11
chr19-345	2.5	28
chr19-820	29	23
chr19-488	-27	11
chr19-7	29.5	954
chr19-370	85.5	25
chr19-284	16.5	18
chr19-27	2.5	576
chr19-448	9	26
chr19-624	-30	15
chr19-930	-15.5	12
chr19-233	17	78
chr19-165	35	129
chr19-239	21	87
chr19-170	-2.5	112
chr19-108	47.5	100
chr19-180	19.5	18
chr19-308	3	38
chr19-128	-28	25
chr19-706	-178	22
chr19-552	-18	23
chr19-205	-13	11
chr19-199	9	13
chr19-565	105	35
chr19-115	14	105
chr19-426	54	20
chr19-200	29	65
chr19-251	60	45
chr19-240	21	36
chr19-495	15.5	14
chr19-489	9.5	21
chr19-490	-149.5	42
chr19-112	77	13
chr19-2	35	3843
chr19-37	22.5	128
chr19-195	-14.5	58
chr19-221	87	57
chr19-321	20	11
chr19-28	25	345
chr19-186	56	71
chr19-389	4	21
chr19-339	26	75
chr19-936	16.5	12
chr19-638	-38	27
chr19-464	-33	45
chr19-257	71.5	12
chr19-377	-16.5	56
chr19-258	42.5	44
chr19-133	-14	153
chr19-140	-51	37
chr19-741	45	16
chr19-652	-127	17
chr19-452	-34.5	24
chr19-1032	3.5	10
chr19-98	1	37
chr19-130	-125	86
chr19-567	63	34
chr19-100	6	50
chr19-214	9	14
chr19-6	1	121
chr19-433	46	31
chr19-77	22	187
chr19-472	-81.5	18
chr19-89	-12	11
chr19-175	-30	48
chr19-43	17	220
chr19-404	83	49
chr19-252	14.5	99
chr19-117	-6.5	14
chr19-55	15	11
chr19-541	-8	12
chr19-114	-87	46
chr19-492	4.5	36
chr19-794	-108	17
chr19-144	20	29
chr19-250	25	39
chr19-555	9	11
chr19-613	-18	25
chr19-166	-27	45
chr19-24	46.5	382
chr19-379	-38	12
chr19-97	67	107
chr19-690	-8	23
chr19-691	8.5	14
chr19-265	-21	40
chr19-420	-4	11
chr19-373	-29	53
chr19-189	28	88
chr19-795	25	17
chr19-694	-27	12
chr19-26	25	55
chr19-207	87.5	121
chr19-32	-2	30
chr19-396	-39.5	32
chr19-710	-15.5	22
chr19-530	-53	37
chr19-187	13	104
chr19-167	-14.5	22
chr19-64	-57	137
chr19-365	-33	11
chr19-334	27	73
chr19-271	59	31
chr19-978	72	11
chr19-341	22	15
chr19-453	20.5	25
chr19-366	70.5	14
chr19-264	-2.5	11
chr19-407	43.5	56
chr19-668	110	10
chr19-14	-13	561
chr19-940	3.5	11
chr19-359	-17	24
chr19-695	-101	21
chr19-81	118.5	64
chr19-4	-17	1083
chr19-494	-41	35
chr19-300	33.5	31
chr19-182	-4.5	21
chr19-119	0	82
chr19-601	3	31
chr19-316	-4.5	14
chr19-614	-13	30
chr19-73	8.5	138
chr19-88	-1	28
chr19-65	-10.5	104
chr19-281	-118.5	90
chr19-104	30	177
chr19-570	-155	34
chr19-402	12	17
chr19-103	-1.5	10
chr19-380	-65	64
chr19-826	57	16
chr19-275	9	13
chr19-173	48	61
chr19-640	59.5	22
chr19-669	38	17
chr19-421	-24	20
chr19-615	54	11
chr19-629	-8	29
chr19-15	33	595
chr19-399	-11	31
chr19-408	1	40
chr19-544	-28.5	17
chr19-48	-8.5	62
chr19-120	32	57
chr19-455	23.5	11
chr19-176	1	32
chr19-23	3	371
chr19-313	25.5	15
chr19-348	-1.5	19
chr19-96	-17	130
chr19-986	-15.5	11
chr19-12	27	421
chr19-437	6.5	51
chr19-212	-48.5	72
chr19-588	7	14
chr19-10	8	749
chr19-697	16	13
chr19-534	-3.5	14
chr19-353	-2.5	12
chr19-237	-10	19
chr19-54	-4	357
chr19-556	-23	35
chr19-50	-11	25
chr19-201	31.5	104
chr19-481	-10.5	10
chr19-456	-12	46
chr19-267	-23.5	97
chr19-11	-6	71
chr19-71	-1	26
chr19-246	12	13
chr19-482	-78	21
chr19-268	56.5	76
chr19-633	36	20
chr19-535	-9	10
chr19-174	-15	23
chr19-82	15	30
chr19-422	12	19
chr19-69	52	65
chr19-392	-36	37
chr19-457	-48	27
chr19-38	14.5	36
chr19-21	20	402
chr19-343	-57	25
chr19-223	46	82
chr19-188	-14.5	16
chr19-113	21	25
chr19-808	70	12
chr19-151	18.5	74
chr19-78	-9	175
chr19-152	-16	34
chr19-107	-11.5	73
chr19-619	-27.5	30
chr19-31	-15	11
chr19-80	-24	261
chr19-125	-14	37
chr19-238	-3	23
chr19-183	-3	18
chr19-781	-1.5	18
chr19-20	-131	795
chr19-259	46	19
chr19-415	-10	19
chr19-46	-0.5	251
chr19-40	1	432
chr19-99	5	14
chr19-243	-9.5	49
chr19-224	16	44
chr19-85	39	233
chr19-60	25.5	251
chr19-44	-26.5	74
chr19-105	16	180
chr19-156	54	30
chr19-514	-64	31
chr19-833	-81	12
chr19-121	1	33
chr19-94	-17	13
chr19-171	37.5	152
chr19-523	64.5	15
chr19-953	10.5	12
chr19-157	30	76
chr19-387	54.5	37
chr19-72	-4.5	18
chr19-91	-9.5	22
chr19-208	-25.5	22
chr19-56	12	100
chr19-106	33	215
chr19-349	21	30
chr19-172	19	155
chr19-49	-29.5	152
chr19-8	-40	403
chr19-41	27	12
chr19-137	4.5	87
chr19-559	-22.5	20
chr19-70	-79.5	299
chr19-317	13	24
chr19-474	0	23
chr19-560	-2	35
chr19-161	6	14
chr19-155	50	71
chr19-9	-33	650
chr19-16	-29	484
chr19-3	36	4206
chr19-29	-15	218
chr19-149	31	25
chr19-5	20	2120
chr19-36	-38	11
chr19-52	-83	66
chr19-702	26	17
chr19-131	3	117
chr19-388	-10	36
chr19-450	-12.5	12
chr19-525	54	25
chr19-87	-11	19
chr19-425	-13.5	16
chr19-683	94	19
chr19-219	-25	46
chr19-595	-13	11
chr19-372	-23.5	25
chr19-475	13	18
chr19-154	4	12
chr19-865	-142	13
chr19-95	13.5	232
chr19-162	14	125
chr19-336	16	28
chr20-61	-3.5	78
chr20-129	24	78
chr20-168	5.5	58
chr20-179	44	29
chr20-94	16	45
chr20-157	-17	68
chr20-32	-12	23
chr20-78	28	74
chr20-310	25	33
chr20-30	11.5	54
chr20-90	0.5	93
chr20-26	2	63
chr20-224	72.5	54
chr20-171	19	24
chr20-99	4	27
chr20-227	53.5	47
chr20-42	-97	154
chr20-307	-61	12
chr20-21	-144	375
chr20-23	-13	42
chr20-399	-14.5	20
chr20-1	98	1148
chr20-162	-26	17
chr20-155	-13	35
chr20-133	52	39
chr20-446	-7	13
chr20-20	57	277
chr20-143	63.5	48
chr20-46	13.5	98
chr20-156	36	15
chr20-38	14	67
chr20-250	-22	17
chr20-190	35.5	24
chr20-82	34	40
chr20-172	-40.5	13
chr20-118	4.5	26
chr20-242	-94.5	31
chr20-238	9.5	49
chr20-91	-9	75
chr20-243	6.5	43
chr20-53	14.5	31
chr20-328	-83.5	28
chr20-54	5.5	70
chr20-124	8	45
chr20-37	2	29
chr20-299	-134	23
chr20-146	-19.5	16
chr20-45	70	31
chr20-152	48.5	22
chr20-506	75	13
chr20-47	9.5	32
chr20-40	-9.5	18
chr20-93	18	31
chr20-276	22	19
chr20-450	55.5	15
chr20-36	64	261
chr20-85	3	147
chr20-49	13	79
chr20-11	1	93
chr20-71	-25	18
chr20-29	-18.5	72
chr20-41	9	23
chr20-22	-4	43
chr20-263	35	39
chr20-232	-51.5	17
chr20-79	65	71
chr20-286	40	17
chr20-489	9.5	10
chr20-144	22	51
chr20-339	-9.5	20
chr20-257	-14	40
chr20-193	-112	41
chr20-200	13	17
chr20-453	-5	16
chr20-114	6	42
chr20-148	18.5	87
chr20-136	29	20
chr20-554	-15	11
chr20-17	57	323
chr20-315	-16.5	27
chr20-594	-19	10
chr20-278	-6.5	36
chr20-62	5.5	24
chr20-147	-38	18
chr20-84	-32	10
chr20-389	23.5	21
chr20-19	-31.5	36
chr20-595	-9.5	10
chr20-113	4	38
chr20-130	52	83
chr20-140	-14	34
chr20-50	-43	17
chr20-149	-19	13
chr20-215	-4	11
chr20-423	-7	18
chr20-3	13	820
chr20-6	72	319
chr20-67	21	20
chr20-191	97	54
chr20-163	-8	48
chr20-492	68	14
chr20-102	-15	15
chr20-87	0.5	14
chr20-52	0.5	72
chr20-178	99	13
chr20-401	-14.5	20
chr20-100	-14.5	18
chr20-116	-11	46
chr20-235	22.5	16
chr20-83	-13.5	19
chr20-70	22	88
chr20-348	-11.5	10
chr20-534	-7.5	12
chr20-259	35.5	32
chr20-28	3.5	164
chr20-9	-3	517
chr20-10	-20	33
chr20-181	-11.5	10
chr20-68	65.5	142
chr20-251	62	45
chr20-216	2	28
chr20-536	-23	12
chr20-131	28	23
chr20-405	89.5	13
chr20-153	40.5	76
chr20-269	-10	11
chr20-459	-23	12
chr20-182	4.5	15
chr20-272	40	16
chr20-2	-4.5	1028
chr20-15	22	323
chr20-58	2	12
chr20-98	26	66
chr20-103	73	50
chr20-7	-6	51
chr20-14	14	509
chr20-380	91	21
chr20-252	66	11
chr20-74	-16.5	26
chr20-134	37.5	58
chr20-170	29.5	34
chr20-260	-110	43
chr20-95	-85	23
chr20-101	-3.5	16
chr20-105	63	47
chr20-132	22.5	12
chr20-39	-1.5	102
chr20-268	3.5	14
chr20-151	36	61
chr20-414	54.5	10
chr20-210	-3.5	56
chr20-5	21	88
chr20-64	67	128
chr20-55	-83	189
chr20-13	27	52
chr20-73	-11.5	20
chr20-177	17	27
chr20-283	-25	23
chr20-231	-23	11
chr20-75	45	97
chr20-43	-24	202
chr20-111	-10	29
chr20-142	-14.5	26
chr20-117	28.5	36
chr20-57	35	139
chr20-326	32	29
chr20-397	27	13
chr20-334	12.5	14
chr20-180	-38.5	14
chr21-56	2	29
chr21-143	156	10
chr21-22	25.5	114
chr21-30	12.5	60
chr21-103	47.5	10
chr21-150	48	14
chr21-144	127	11
chr21-53	66.5	16
chr21-243	16.5	10
chr21-89	-58	10
chr21-21	-11	181
chr21-46	-11	17
chr21-45	18	14
chr21-36	24	61
chr21-183	58	16
chr21-82	68	49
chr21-51	-20	14
chr21-9	-6	217
chr21-12	24.5	82
chr21-20	14	119
chr21-41	73	56
chr21-154	64.5	19
chr21-4	18	282
chr21-28	17.5	20
chr21-25	-120	193
chr21-44	35	13
chr21-11	17.5	172
chr21-2	-13	179
chr21-57	10	19
chr21-68	-7	39
chr21-155	9.5	19
chr21-27	121	41
chr21-24	-1	93
chr21-131	0	25
chr21-88	32	19
chr21-123	-41.5	15
chr21-66	-25.5	42
chr21-18	2	20
chr21-113	101.5	20
chr21-70	20	49
chr21-91	-6.5	16
chr21-83	-2	10
chr21-203	-34	15
chr21-80	1.5	30
chr21-32	52.5	32
chr21-39	74	78
chr21-13	-21.5	42
chr21-118	-7	21
chr21-7	3	46
chr21-102	16	20
chr21-6	30	157
chr21-59	-3.5	17
chr21-64	11	20
chr21-110	31	14
chr21-29	3	24
chr21-35	9	59
chr21-14	32	141
chr21-99	-21.5	20
chr21-235	151.5	11
chr21-135	1	13
chr21-168	100.5	18
chr21-254	-142	10
chr21-10	11.5	80
chr21-61	-17.5	18
chr21-43	34	30
chr21-26	-14	28
chr21-258	-150	10
chr21-50	24	87
chr21-54	17.5	10
chr21-17	51	59
chr21-239	45.5	11
chr22-117	5.5	32
chr22-288	150	10
chr22-183	75	32
chr22-114	112	41
chr22-135	-3.5	46
chr22-174	-10.5	12
chr22-151	38.5	47
chr22-472	-17	10
chr22-37	32.5	234
chr22-27	3	40
chr22-24	19	39
chr22-136	4	55
chr22-159	64.5	30
chr22-7	4	407
chr22-42	20	200
chr22-57	24	56
chr22-9	5	214
chr22-13	-18	10
chr22-144	51	36
chr22-100	64.5	48
chr22-109	14	30
chr22-167	-8	21
chr22-79	18	61
chr22-169	20	12
chr22-6	31	219
chr22-23	-10.5	16
chr22-426	-118.5	12
chr22-234	14.5	10
chr22-404	-0.5	13
chr22-141	15.5	16
chr22-75	14	147
chr22-18	5	114
chr22-184	-5	32
chr22-77	3	13
chr22-369	35	15
chr22-146	0	19
chr22-307	11	11
chr22-54	36	23
chr22-12	-12	130
chr22-66	49	51
chr22-50	-3	13
chr22-90	33	70
chr22-225	4.5	14
chr22-168	-27	11
chr22-204	-110.5	44
chr22-226	-7	17
chr22-2	-1	437
chr22-32	-9.5	86
chr22-235	93	11
chr22-161	5	20
chr22-44	-2	31
chr22-8	-0.5	76
chr22-35	25	285
chr22-147	-21	15
chr22-78	-5	17
chr22-20	-6	67
chr22-182	-23.5	53
chr22-39	16	11
chr22-62	-10.5	24
chr22-131	41	59
chr22-105	106	30
chr22-3	-12	13
chr22-46	-22	133
chr22-237	26	32
chr22-155	0	23
chr22-194	34	13
chr22-47	-138	246
chr22-376	-25.5	12
chr22-123	-12	70
chr22-10	21.5	282
chr22-460	76	11
chr22-40	12	63
chr22-73	-129.5	150
chr22-98	-41.5	110
chr22-185	6.5	47
chr22-124	-20	19
chr22-112	-8	15
chr22-31	5	209
chr22-95	15.5	83
chr22-28	-19.5	320
chr22-82	21	83
chr22-87	2	30
chr22-99	25.5	19
chr22-195	-139	31
chr22-126	-24	15
chr22-14	-25	148
chr22-140	14	28
chr22-245	-31.5	28
chr22-111	16	93
chr22-138	-30.5	14
chr22-65	-11	27
chr22-246	-23	11
chr22-4	33.5	92
chr22-171	-76.5	10
chr22-33	54	193
chr22-76	-33	92
chr22-193	3.5	12
chr22-104	-85.5	106
chr22-48	8	55
chr22-1	-46.5	44
chr22-63	-3	81
chr22-242	-9.5	15
chr22-51	-13	17
chr22-125	16.5	88
chr22-96	-5	37
chr22-284	-17	13
chr22-97	-29.5	12
chr22-142	6	21
chr22-302	-30.5	15
chr22-352	31.5	17
chr22-165	15	58
chr22-198	41.5	11
chr22-43	-3.5	70
chr22-233	71	11
chr22-80	-18	21
chr22-36	28	31
chr22-150	-18	34
chr22-85	26	41
chr22-304	47.5	22
chr22-67	49.5	158
chr22-16	28	312
chr22-110	40	100
chr22-366	-73.5	16
chr22-158	-17	18
chr22-221	84	29
chr22-129	-4.5	22
chrX-376	-29	15
chrX-74	-4	87
chrX-415	-143.5	10
chrX-86	17	91
chrX-71	-55.5	28
chrX-98	33	73
chrX-49	27.5	38
chrX-197	95	31
chrX-399	-16.5	14
chrX-82	45	42
chrX-28	-18.5	16
chrX-104	44.5	43
chrX-1	47	2242
chrX-9	-17	11
chrX-87	6	17
chrX-201	98.5	12
chrX-313	-9	11
chrX-83	6	25
chrX-400	29	14
chrX-211	32	22
chrX-122	-3	17
chrX-64	-87.5	17
chrX-250	-27.5	15
chrX-156	14.5	16
chrX-2	24	745
chrX-348	-20	13
chrX-107	102	38
chrX-418	-11	12
chrX-169	9.5	10
chrX-52	-43.5	16
chrX-110	-16.5	44
chrX-349	-17	11
chrX-96	26	38
chrX-69	-16	23
chrX-198	-21	17
chrX-54	-4	39
chrX-78	4	36
chrX-165	15	28
chrX-166	74	13
chrX-266	30	15
chrX-84	-9	49
chrX-137	38.5	54
chrX-172	12	11
chrX-389	-166	15
chrX-189	3.5	14
chrX-62	34.5	33
chrX-100	-14	63
chrX-5	3	351
chrX-362	13.5	11
chrX-176	4	21
chrX-89	64	30
chrX-508	45.5	10
chrX-73	-11.5	114
chrX-102	-27	23
chrX-230	72.5	22
chrX-123	-101	42
chrX-124	-112	45
chrX-223	13.5	30
chrX-286	22	15
chrX-6	17	175
chrX-65	18	27
chrX-330	-131	11
chrX-149	46.5	48
chrX-141	46	15
chrX-22	-13	45
chrX-120	-9	68
chrX-36	-19	30
chrX-20	-9	36
chrX-10	-97	529
chrX-17	39.5	266
chrX-314	72	17
chrX-81	-16	45
chrX-332	100	13
chrX-59	11	30
chrX-219	3	12
chrX-160	-24	50
chrX-145	-15.5	12
chrX-476	-62	11
chrX-27	-8	63
chrX-232	62	14
chrX-39	-8	125
chrX-91	-31	27
chrX-61	-58	122
chrX-446	-82	12
chrX-63	11	109
chrX-447	13	12
chrX-448	-23.5	12
chrX-177	44.5	44
chrX-157	12	36
chrX-88	-92	65
chrX-72	-20.5	39
chrX-108	-16	11
chrX-187	-23	25
chrX-43	19	81
chrX-46	37	143
chrX-50	2	68
chrX-55	58	35
chrX-80	25	77
chrX-75	-9	21
chrX-480	-65	11
chrX-183	-16.5	11
chrX-60	25.5	127
chrX-304	-24.5	16
chrX-305	-83	21
chrX-276	-44	20
chrX-3	-8	490
chrX-24	-6.5	66
chrX-353	-163.5	10
chrX-41	-5	18
chrX-18	-28.5	55
chrX-35	-39.5	24
chrX-453	-156.5	10
chrX-133	-25	35
chrX-319	13	20
chrX-121	60	21
chrX-95	14	34
chrX-8	45	192
chrX-226	-84	30
chrX-12	-6	123
chrX-182	60	21
chrX-29	-2	175
chrX-139	-17.5	11
chrX-265	0.5	25
chrX-118	4	18
chrX-126	-100.5	11
chrX-435	11	12
chrX-76	57	63
chrX-51	-8	12
chrX-158	-71	52
chrX-334	-17.5	10
chrX-278	44	23
chrX-68	49.5	78
chrX-128	-29.5	10
chrX-21	-10	29
chrX-103	18	48
chrX-79	-3	36
chrX-4	79.5	336
chrX-19	49	225
chrX-491	-94	11
chrX-32	-28	11
chrX-335	-27	19
chrX-97	-3.5	28
chrX-67	-38	77
chrX-245	19	28
chrX-16	3	46
chrX-114	-23	74
chrX-23	29	266
chrX-134	41	20
chrX-218	-73	32
chrX-26	18.5	22
chrX-129	12	55
chrY-8	-38	19
chrY-2	-9	96
chrY-3	-4	108
chrY-6	4.5	57
ENSG00000198938.2	3	3353
ENSG00000198899.2	4	1713
ENSG00000198712.1	2	1763
ENSG00000198888.2	6	2426
ENSG00000198763.3	7	1322
ENSG00000198727.2	4	2164
ENSG00000198804.2	4	530
ENSG00000228253.1	6	16
ENSG00000198840.2	4	177
ENSG00000212907.2	3	100
ENSG00000198886.2	4	2424
ENSG00000198786.2	7.5	79
