transcript	ss_distance_to_3end
chr22-160__ENST00000415388.5__ENSG00000100024.14__UPB1__UPB1-002__last_exon__in_PolyA_DB	-1582,-1487,-1325,-1155,-1073,-1030,-875
chr22-595__ENST00000358431.7__ENSG00000197077.13__KIAA1671__KIAA1671-201__last_exon__in_PolyA_DB	-593
chr22-540__ENST00000358431.7__ENSG00000197077.13__KIAA1671__KIAA1671-201__last_exon__in_PolyA_DB	-687
chr22-146__ENST00000358431.7__ENSG00000197077.13__KIAA1671__KIAA1671-201__last_exon__in_PolyA_DB	-5035
chr22-656__ENST00000335473.11__ENSG00000133454.15__MYO18B__MYO18B-001__last_exon__in_PolyA_DB	-199
chr22-544__ENST00000338754.8__ENSG00000128294.15__TPST2__TPST2-001__last_exon__in_PolyA_DB	-495
chr22-54__ENST00000335272.9__ENSG00000180957.17__PITPNB__PITPNB-001__last_exon__in_PolyA_DB	-1995
chr22-12__ENST00000416671.5__ENSG00000183765.20__CHEK2__CHEK2-001__last_exon__in_PolyA_DB	-1194,-1103,-994,-940,-878,-778,-691,-527,-411,-325,-244
chr22-44__ENST00000426256.6__ENSG00000138942.15__RNF185__RNF185-201__last_exon__in_PolyA_DB	-2643,-2525
chr22-105__ENST00000418170.5__ENSG00000100281.13__HMGXB4__HMGXB4-001__last_exon__in_PolyA_DB	-3695,-2739,-2657,-2592,-2486,-2316,-2193
chr22-227__ENST00000404284.6__ENSG00000100284.20__TOM1__TOM1-003__last_exon__in_PolyA_DB	-2306,-2227,-2077,-1942,-1795,-1678,-1544,-1344,-1310,-1216,-1095,-1019,-959,-919
chr22-155__ENST00000249071.10__ENSG00000128340.14__RAC2__RAC2-001__last_exon__in_PolyA_DB	-770
chr22-47__ENST00000425542.5__ENSG00000100097.11__LGALS1__LGALS1-004__last_exon__in_PolyA_DB	-372,-200
chr22-376__ENST00000406386.7__ENSG00000100106.19__TRIOBP__TRIOBP-001__last_exon	-358
chr22-123__ENST00000406386.7__ENSG00000100106.19__TRIOBP__TRIOBP-001__last_exon__in_PolyA_DB	-727
chr22-377__ENST00000323205.10__ENSG00000100116.16__GCAT__GCAT-002__after_last_exon__in_PolyA_DB	-451
chr22-98__ENST00000436674.5__ENSG00000198792.12__TMEM184B__TMEM184B-003__last_exon__in_PolyA_DB	-3177,-3011,-2920,-2844,-2752,-2582,-2387
chr22-185__ENST00000359867.7__ENSG00000213923.10__CSNK1E__CSNK1E-003__last_exon__in_PolyA_DB	-1248
chr22-676__ENST00000396832.5__ENSG00000213923.10__CSNK1E__CSNK1E-201__last_exon__in_PolyA_DB	-1137
chr22-483__ENST00000396832.5__ENSG00000213923.10__CSNK1E__CSNK1E-201__last_exon__in_PolyA_DB	-96
chr22-340__ENST00000442216.1__ENSG00000213923.10__CSNK1E__CSNK1E-014__last_exon__in_PolyA_DB	-507,-397
chr22-33__ENST00000424354.5__ENSG00000198911.11__SREBF2__SREBF2-002__last_exon__in_PolyA_DB	-2519,-2349,-2180,-2062,-1952,-1819,-1502,-1399,-1230,-1044,-932
chr22-76__ENST00000424354.5__ENSG00000198911.11__SREBF2__SREBF2-002__last_exon__in_PolyA_DB	-3453,-3283,-3114,-2996,-2886,-2753,-2436,-2333,-2164,-1978,-1866
chr22-685__ENST00000329620.9__ENSG00000183066.14__WBP2NL__WBP2NL-002__after_last_exon	-2300,-2212
chr22-48__ENST00000359486.7__ENSG00000100207.18__TCF20__TCF20-001__last_exon__in_PolyA_DB	-1346
chr22-284__ENST00000422525.1__ENSG00000130540.13__SULT4A1__SULT4A1-002__last_exon__in_PolyA_DB	-1604
chr22-415__ENST00000381176.4__ENSG00000138944.7__KIAA1644__KIAA1644-006__last_exon__in_PolyA_DB	-454
chr22-712__ENST00000395854.6__ENSG00000073146.15__MOV10L1__MOV10L1-004__last_exon__in_PolyA_DB	-585,-400,-240
chr22-804__ENST00000405237.7__ENSG00000205560.12__CPT1B__CPT1B-005__last_exon__in_PolyA_DB	-221
chr3-1284__ENST00000287652.8__ENSG00000157014.10__TATDN2__TATDN2-001__last_exon__in_PolyA_DB	-880
chr3-513__ENST00000448281.6__ENSG00000157014.10__TATDN2__TATDN2-002__last_exon__in_PolyA_DB	-1998
chr3-1445__ENST00000361582.7__ENSG00000198919.12__DZIP3__DZIP3-001__last_exon__in_PolyA_DB	-674
chr3-2061__ENST00000394261.2__ENSG00000134115.12__CNTN6__CNTN6-003__last_exon	-782,-655,-479,-383,-179
chr3-604__ENST00000438581.6__ENSG00000176142.12__TMEM39A__TMEM39A-001__last_exon__in_PolyA_DB	-3528,-3373,-3024,-2836,-2715
chr3-852__ENST00000438581.6__ENSG00000176142.12__TMEM39A__TMEM39A-001__last_exon__in_PolyA_DB	-2391,-2236,-1887,-1699,-1578
chr3-1109__ENST00000438581.6__ENSG00000176142.12__TMEM39A__TMEM39A-001__last_exon__in_PolyA_DB	-2255,-2100,-1751,-1563,-1442
chr3-1253__ENST00000438581.6__ENSG00000176142.12__TMEM39A__TMEM39A-001__last_exon__in_PolyA_DB	-2169,-2014,-1665,-1477,-1356
chr3-381__ENST00000438581.6__ENSG00000176142.12__TMEM39A__TMEM39A-001__last_exon__in_PolyA_DB	-1296,-1141,-792,-604,-483
chr3-763__ENST00000438581.6__ENSG00000176142.12__TMEM39A__TMEM39A-001__last_exon__in_PolyA_DB	-1208,-1053,-704,-516,-395
chr3-1560__ENST00000468918.5__ENSG00000138495.6__COX17__COX17-002__intron__in_PolyA_DB	-2987
chr3-208__ENST00000261070.6__ENSG00000138495.6__COX17__COX17-001__last_exon__in_PolyA_DB	-134
chr3-1561__ENST00000495912.5__ENSG00000175697.10__GPR156__GPR156-004__last_exon__in_PolyA_DB	-3150
chr3-565__ENST00000483658.1__ENSG00000160145.15__KALRN__KALRN-007__last_exon__in_PolyA_DB	-2216,-1978
chr3-889__ENST00000455064.6__ENSG00000144908.13__ALDH1L1__ALDH1L1-202__last_exon__in_PolyA_DB	-1241,-1135,-1047,-953,-853,-754,-588,-482,-282
chr3-528__ENST00000471702.2__ENSG00000274810.3__NPHP3-ACAD11__NPHP3-ACAD11-001__after_last_exon__in_PolyA_DB	-5691,-5608,-5469,-5304,-5209,-5086,-4896,-4654,-4578,-4450,-4209,-4083,-3967,-3790,-3695,-3569,-3407,-3242,-3103,-2981,-2874,-2747,-2586,-2508,-2369,-2261,-2162,-1399,-1327,-1172,-1055,-945
chr3-201__ENST00000465172.5__ENSG00000069849.10__ATP1B3__ATP1B3-002__last_exon__in_PolyA_DB	-1250,-1121,-1013,-828,-777,-757,-670
chr3-921__ENST00000465172.5__ENSG00000069849.10__ATP1B3__ATP1B3-002__after_last_exon__in_PolyA_DB	-1569,-1440,-1332,-1147,-1096,-1076,-989
chr3-1468__ENST00000463633.5__ENSG00000163746.11__PLSCR2__PLSCR2-005__after_last_exon	-188
chr3-1127__ENST00000615547.4__ENSG00000198843.12__SELT__SELT-201__last_exon__in_PolyA_DB	-621
chr3-367__ENST00000615547.4__ENSG00000198843.12__SELT__SELT-201__last_exon__in_PolyA_DB	-723
chr3-2325__ENST00000615547.4__ENSG00000198843.12__SELT__SELT-201__last_exon__in_PolyA_DB	-2778
chr3-118__ENST00000482061.6__ENSG00000174928.15__C3orf33__C3orf33-002__last_exon__in_PolyA_DB	-1463,-1302
chr3-439__ENST00000482061.6__ENSG00000174928.15__C3orf33__C3orf33-002__last_exon__in_PolyA_DB	-714,-553
chr3-657__ENST00000631619.1__ENSG00000163660.11__CCNL1__CCNL1-025__last_exon__in_PolyA_DB	-1552,-1431,-1366,-1352,-1252,-1147,-1005,-893,-794
chr3-581__ENST00000476379.5__ENSG00000145075.11__CCDC39__CCDC39-002__last_exon__in_PolyA_DB	-1474,-1333,-1153,-1070
chr3-2360__ENST00000476379.5__ENSG00000145075.11__CCDC39__CCDC39-002__last_exon	-1299,-1158,-978,-895
chr3-774__ENST00000411922.5__ENSG00000214160.9__ALG3__ALG3-004__last_exon__in_PolyA_DB	-964,-803,-682,-476,-399,-254
chr3-312__ENST00000424280.5__ENSG00000113838.12__TBCCD1__TBCCD1-201__after_last_exon__in_PolyA_DB	-892
chr3-351__ENST00000425053.5__ENSG00000156976.15__EIF4A2__EIF4A2-003__last_exon__in_PolyA_DB	-638
chr3-698__ENST00000361510.6__ENSG00000198836.8__OPA1__OPA1-202__last_exon__in_PolyA_DB	-1051
chr3-807__ENST00000361510.6__ENSG00000198836.8__OPA1__OPA1-202__last_exon__in_PolyA_DB	-1154
chr3-699__ENST00000361510.6__ENSG00000198836.8__OPA1__OPA1-202__last_exon__in_PolyA_DB	-2922
chr3-2051__ENST00000392438.7__ENSG00000198836.8__OPA1__OPA1-002__last_exon__in_PolyA_DB	-3206
chr3-1071__ENST00000428425.1__ENSG00000114503.10__NCBP2__NCBP2-005__last_exon__in_PolyA_DB	-371,-232
chr3-137__ENST00000438796.6__ENSG00000186001.12__LRCH3__LRCH3-001__last_exon__in_PolyA_DB	-2291
chr3-680__ENST00000438796.6__ENSG00000186001.12__LRCH3__LRCH3-001__last_exon__in_PolyA_DB	-4896
chr3-1878__ENST00000635992.1__ENSG00000283563.1__RP11-9J18.1__RP11-9J18.1-001__intron	-4651
chr3-309__ENST00000361924.6__ENSG00000144674.16__GOLGA4__GOLGA4-001__last_exon__in_PolyA_DB	-670
chr3-719__ENST00000411549.5__ENSG00000060971.17__ACAA1__ACAA1-003__last_exon__in_PolyA_DB	-1230,-1149,-610,-554,-408
chr3-572__ENST00000420940.6__ENSG00000114742.13__WDR48__WDR48-003__other_exon__in_PolyA_DB	-2048,-1946,-1721,-1646,-1543,-1445,-1337,-1240,-1144,-1038,-950,-873,-680
chr3-417__ENST00000420940.6__ENSG00000114742.13__WDR48__WDR48-003__last_exon__in_PolyA_DB	-3319,-3217,-2992,-2917,-2814,-2716,-2608,-2511,-2415,-2309,-2221,-2144,-1951,-1184
chr3-12__ENST00000428413.5__ENSG00000114650.18__SCAP__SCAP-201__last_exon__in_PolyA_DB	-1012,-926,-843,-676,-595,-388
chr3-220__ENST00000457782.5__ENSG00000164048.13__ZNF589__ZNF589-006__last_exon__in_PolyA_DB	-3233,-3200,-3073
chr3-506__ENST00000313601.10__ENSG00000114353.16__GNAI2__GNAI2-001__last_exon__in_PolyA_DB	-543
chr3-436__ENST00000313601.10__ENSG00000114353.16__GNAI2__GNAI2-001__last_exon__in_PolyA_DB	-986
chr3-247__ENST00000451194.5__ENSG00000114388.12__NPRL2__NPRL2-009__last_exon__in_PolyA_DB	-1031,-894,-796,-759,-665,-182
chr3-1915__ENST00000606589.1__ENSG00000272104.1__XXcos-LUCA11.5__XXcos-LUCA11.5-001__after_last_exon__in_PolyA_DB	-402
chr3-1424__ENST00000612797.4__ENSG00000187672.12__ERC2__ERC2-201__intron	-88161
chr3-1097__ENST00000471681.5__ENSG00000180376.16__CCDC66__CCDC66-015__last_exon__in_PolyA_DB	-2033,-1901,-1650,-1565,-1425,-1280,-1148,-654,-613,-356,-231
chr3-649__ENST00000383716.7__ENSG00000168297.15__PXK__PXK-202__last_exon__in_PolyA_DB	-411
chr3-104__ENST00000383716.7__ENSG00000168297.15__PXK__PXK-202__last_exon__in_PolyA_DB	-1272
chr3-1322__ENST00000469364.5__ENSG00000168291.12__PDHB__PDHB-006__last_exon__in_PolyA_DB	-300,-158
chr3-310__ENST00000492590.5__ENSG00000189283.9__FHIT__FHIT-003__last_exon__in_PolyA_DB	-270
chr3-952__ENST00000498707.5__ENSG00000163638.13__ADAMTS9__ADAMTS9-001__last_exon__in_PolyA_DB	-1468
chr4-1612__ENST00000506521.5__ENSG00000164039.14__BDH2__BDH2-008__after_last_exon__in_PolyA_DB	-385,-276
chr4-184__ENST00000506730.5__ENSG00000178222.12__RNF212__RNF212-011__after_last_exon__in_PolyA_DB	-1155,-1098,-1039,-986,-937,-891,-827,-754
chr4-738__ENST00000503832.1__ENSG00000145348.16__TBCK__TBCK-011__last_exon__in_PolyA_DB	-598,-537,-475
chr4-661__ENST00000394668.2__ENSG00000109475.16__RPL34__RPL34-003__last_exon__in_PolyA_DB	-392
chr4-72__ENST00000513654.5__ENSG00000123737.12__EXOSC9__EXOSC9-004__last_exon__in_PolyA_DB	-2867,-2720,-138
chr4-49__ENST00000513654.5__ENSG00000123737.12__EXOSC9__EXOSC9-004__last_exon__in_PolyA_DB	-2979,-2832,-250
chr4-908__ENST00000504087.5__ENSG00000151458.11__ANKRD50__ANKRD50-002__last_exon__in_PolyA_DB	-3029
chr4-569__ENST00000473040.6__ENSG00000164074.14__ABHD18__ABHD18-004__intron__uncertain__in_PolyA_DB	-1608,-1513
chr4-429__ENST00000288723.8__ENSG00000157869.14__RAB28__RAB28-002__last_exon__in_PolyA_DB	-927
chr4-475__ENST00000630479.1__ENSG00000151014.5__NOCT__NOCT-004__last_exon__in_PolyA_DB	-378
chr4-107__ENST00000630479.1__ENSG00000151014.5__NOCT__NOCT-004__after_last_exon__in_PolyA_DB	-2083
chr4-64__ENST00000544855.5__ENSG00000109390.11__NDUFC1__NDUFC1-203__last_exon__in_PolyA_DB	-141
chr4-1427__ENST00000511538.5__ENSG00000059691.11__GATB__GATB-004__last_exon__in_PolyA_DB	-642,-557
chr4-1699__ENST00000510042.5__ENSG00000145439.11__CBR4__CBR4-003__intron__in_PolyA_DB	-418,-283
chr4-1444__ENST00000510042.5__ENSG00000145439.11__CBR4__CBR4-003__other_exon__in_PolyA_DB	-278,-143
chr4-799__ENST00000261509.10__ENSG00000129116.17__PALLD__PALLD-001__last_exon	-301
chr4-275__ENST00000261509.10__ENSG00000129116.17__PALLD__PALLD-001__last_exon__in_PolyA_DB	-2205
chr4-44__ENST00000335174.5__ENSG00000186352.8__ANKRD37__ANKRD37-001__last_exon__in_PolyA_DB	-225
chr4-228__ENST00000514247.5__ENSG00000109775.10__UFSP2__UFSP2-002__last_exon__in_PolyA_DB	-1157,-999,-806,-659,-494,-369,-292,-167
chr4-1536__ENST00000511051.5__ENSG00000152990.13__ADGRA3__ADGRA3-015__last_exon__in_PolyA_DB	-366,-275
chr4-706__ENST00000510822.1__ENSG00000123933.15__MXD4__MXD4-004__after_last_exon__in_PolyA_DB	-909,-879
chr4-877__ENST00000612982.1__ENSG00000168228.14__ZCCHC4__ZCCHC4-201__last_exon__in_PolyA_DB	-344,-263,-190
chr4-929__ENST00000355842.7__ENSG00000087274.16__ADD1__ADD1-002__last_exon	-774
chr4-1290__ENST00000355842.7__ENSG00000087274.16__ADD1__ADD1-002__last_exon	-935
chr4-101__ENST00000355842.7__ENSG00000087274.16__ADD1__ADD1-002__last_exon__in_PolyA_DB	-1892
chr4-326__ENST00000399820.7__ENSG00000157796.17__WDR19__WDR19-001__last_exon__in_PolyA_DB	-324
chr4-247__ENST00000295955.13__ENSG00000163682.15__RPL9__RPL9-001__last_exon__in_PolyA_DB	-102
chr4-218__ENST00000254742.6__ENSG00000132406.11__TMEM128__TMEM128-001__last_exon__in_PolyA_DB	-715
chr4-1467__ENST00000515578.5__ENSG00000182903.15__ZNF721__ZNF721-007__after_last_exon__in_PolyA_DB	-1823,-1713
chr4-114__ENST00000464756.6__ENSG00000170448.11__NFXL1__NFXL1-003__last_exon__in_PolyA_DB	-1580,-1413,-1343,-1238,-1151,-1097
chr4-238__ENST00000464756.6__ENSG00000170448.11__NFXL1__NFXL1-003__last_exon__in_PolyA_DB	-1353,-1186,-1116,-1011,-924,-870
chr4-327__ENST00000464756.6__ENSG00000170448.11__NFXL1__NFXL1-003__last_exon__in_PolyA_DB	-1209,-1042,-972,-867,-780,-726
chr4-769__ENST00000464756.6__ENSG00000170448.11__NFXL1__NFXL1-003__last_exon__in_PolyA_DB	-677,-510,-440,-335,-248,-194
chr4-953__ENST00000477560.5__ENSG00000109184.14__DCUN1D4__DCUN1D4-003__last_exon__in_PolyA_DB	-2282,-2190,-2081,-2025,-1920,-1817
chr4-449__ENST00000477560.5__ENSG00000109184.14__DCUN1D4__DCUN1D4-003__last_exon__in_PolyA_DB	-3774,-3682,-3573,-3517,-3412,-3309
chr4-122__ENST00000617365.4__ENSG00000179010.14__MRFAP1__MRFAP1-201__last_exon__in_PolyA_DB	-1000
chr4-1154__ENST00000617365.4__ENSG00000179010.14__MRFAP1__MRFAP1-201__after_last_exon	-1397
chr4-708__ENST00000617365.4__ENSG00000179010.14__MRFAP1__MRFAP1-201__after_last_exon__uncertain	-1621
chr4-112__ENST00000320848.6__ENSG00000178988.10__MRFAP1L1__MRFAP1L1-001__last_exon__in_PolyA_DB	-943
chr4-1343__ENST00000254799.10__ENSG00000132463.13__GRSF1__GRSF1-001__last_exon__in_PolyA_DB	-5076
chr4-531__ENST00000254799.10__ENSG00000132463.13__GRSF1__GRSF1-001__last_exon__in_PolyA_DB	-1331
chr4-367__ENST00000254799.10__ENSG00000132463.13__GRSF1__GRSF1-001__last_exon__in_PolyA_DB	-1088
chr4-211__ENST00000254799.10__ENSG00000132463.13__GRSF1__GRSF1-001__last_exon__in_PolyA_DB	-214
chr4-328__ENST00000395710.5__ENSG00000198301.11__SDAD1__SDAD1-002__last_exon__in_PolyA_DB	-2603,-2492,-2420,-2319,-2261,-2186,-2084,-2014,-1910,-1852,-1793,-1716,-1618,-1541,-1414,-1319,-1128,-1043,-881
chr4-1070__ENST00000505788.5__ENSG00000138758.11__SEPT11__SEPT11-002__last_exon__in_PolyA_DB	-412
chr4-289__ENST00000286794.4__ENSG00000156269.4__NAA11__NAA11-001__after_last_exon	-4853
chr4-830__ENST00000286794.4__ENSG00000156269.4__NAA11__NAA11-001__last_exon	-1103
chr4-89__ENST00000286794.4__ENSG00000156269.4__NAA11__NAA11-001__last_exon__in_PolyA_DB	-674
chr4-38__ENST00000313899.11__ENSG00000138668.18__HNRNPD__HNRNPD-001__last_exon__in_PolyA_DB	-326
chr4-329__ENST00000313899.11__ENSG00000138668.18__HNRNPD__HNRNPD-001__last_exon__in_PolyA_DB	-184
chr4-1076__ENST00000621267.4__ENSG00000152795.17__HNRNPDL__HNRNPDL-202__last_exon__in_PolyA_DB	-1677
chr4-46__ENST00000621267.4__ENSG00000152795.17__HNRNPDL__HNRNPDL-202__last_exon__in_PolyA_DB	-256
chr4-98__ENST00000504668.5__ENSG00000178950.16__GAK__GAK-024__last_exon__in_PolyA_DB	-675,-498
chr4-230__ENST00000513952.5__ENSG00000127419.16__TMEM175__TMEM175-008__last_exon__in_PolyA_DB	-1519,-1421,-1369,-1297,-1213,-1048,-969,-833
chr4-1604__ENST00000296414.11__ENSG00000070190.12__DAPP1__DAPP1-001__last_exon__in_PolyA_DB	-1498
chr4-896__ENST00000296414.11__ENSG00000070190.12__DAPP1__DAPP1-001__after_last_exon__in_PolyA_DB	-2078
chr5-704__ENST00000161863.8__ENSG00000047188.15__YTHDC2__YTHDC2-001__last_exon__in_PolyA_DB	-1803
chr5-1097__ENST00000513565.6__ENSG00000168944.15__CEP120__CEP120-007__intron__in_PolyA_DB	-1740,-1437,-1287,-1104,-1007,-854,-764,-671,-509,-386,-287
chr5-402__ENST00000622422.1__ENSG00000113520.10__IL4__IL4-201__after_last_exon	-193
chr5-857__ENST00000520592.1__ENSG00000006837.11__CDKL3__CDKL3-011__last_exon__in_PolyA_DB	-456
chr5-443__ENST00000297164.7__ENSG00000164620.8__RELL2__RELL2-001__last_exon__in_PolyA_DB	-394
chr5-500__ENST00000253814.5__ENSG00000131507.10__NDFIP1__NDFIP1-001__last_exon__in_PolyA_DB	-138
chr5-204__ENST00000253814.5__ENSG00000131507.10__NDFIP1__NDFIP1-001__last_exon__in_PolyA_DB	-1045
chr5-1036__ENST00000253814.5__ENSG00000131507.10__NDFIP1__NDFIP1-001__last_exon__in_PolyA_DB	-2710
chr5-641__ENST00000334744.8__ENSG00000186314.11__PRELID2__PRELID2-004__after_last_exon__in_PolyA_DB	-4182
chr5-917__ENST00000334744.8__ENSG00000186314.11__PRELID2__PRELID2-004__after_last_exon__in_PolyA_DB	-3983
chr5-483__ENST00000334744.8__ENSG00000186314.11__PRELID2__PRELID2-004__after_last_exon__in_PolyA_DB	-3831
chr5-127__ENST00000334744.8__ENSG00000186314.11__PRELID2__PRELID2-004__last_exon__in_PolyA_DB	-281
chr5-57__ENST00000377797.7__ENSG00000070814.17__TCOF1__TCOF1-201__last_exon__in_PolyA_DB	-484
chr5-739__ENST00000389378.6__ENSG00000145901.14__TNIP1__TNIP1-201__last_exon__in_PolyA_DB	-799
chr5-340__ENST00000340828.6__ENSG00000113328.18__CCNG1__CCNG1-001__last_exon__in_PolyA_DB	-1343
chr5-429__ENST00000507232.5__ENSG00000040275.16__SPDL1__SPDL1-004__after_last_exon__uncertain__in_PolyA_DB	-1824
chr5-742__ENST00000296933.10__ENSG00000072803.17__FBXW11__FBXW11-001__last_exon__in_PolyA_DB	-2553
chr5-472__ENST00000296933.10__ENSG00000072803.17__FBXW11__FBXW11-001__last_exon__in_PolyA_DB	-2409
chr5-76__ENST00000519374.5__ENSG00000113732.8__ATP6V0E1__ATP6V0E1-001__last_exon__in_PolyA_DB	-494
chr5-1__ENST00000311086.8__ENSG00000145919.10__BOD1__BOD1-001__last_exon__in_PolyA_DB	-756
chr5-608__ENST00000340147.6__ENSG00000185056.9__C5orf47__C5orf47-001__last_exon__in_PolyA_DB	-415
chr5-1445__ENST00000340147.6__ENSG00000185056.9__C5orf47__C5orf47-001__last_exon__in_PolyA_DB	-1763
chr5-792__ENST00000340147.6__ENSG00000185056.9__C5orf47__C5orf47-001__last_exon__in_PolyA_DB	-1870
chr5-1607__ENST00000507823.5__ENSG00000164466.12__SFXN1__SFXN1-002__last_exon	-2038,-1939,-1863,-1777,-1649,-1599,-1549
chr5-322__ENST00000356731.9__ENSG00000169045.17__HNRNPH1__HNRNPH1-001__last_exon__in_PolyA_DB	-780
chr5-1455__ENST00000376841.6__ENSG00000165810.16__BTNL9__BTNL9-002__last_exon__in_PolyA_DB	-315
chr5-1479__ENST00000509849.5__ENSG00000197603.13__C5orf42__C5orf42-012__intron__uncertain	-570
chr5-89__ENST00000515601.6__ENSG00000180104.15__EXOC3__EXOC3-002__other_exon__in_PolyA_DB	-1675,-692,-564
chr5-175__ENST00000361377.8__ENSG00000164172.18__MOCS2__MOCS2-004__last_exon__in_PolyA_DB	-858,-730,-606
chr5-316__ENST00000506974.5__ENSG00000164258.11__NDUFS4__NDUFS4-004__last_exon__in_PolyA_DB	-295,-221
chr5-42__ENST00000501463.2__ENSG00000152669.8__CCNO__CCNO-002__last_exon__in_PolyA_DB	-895,-709
chr5-1345__ENST00000452157.5__ENSG00000155545.19__MIER3__MIER3-002__last_exon__in_PolyA_DB	-3208,-3087,-3001,-2928,-2776,-2694,-2599,-2471,-2328
chr5-31__ENST00000506734.5__ENSG00000205571.12__SMN2__SMN2-003__last_exon	-574
chr5-15__ENST00000506239.6__ENSG00000172062.16__SMN1__SMN1-003__last_exon	-574
chr5-1922__ENST00000337273.9__ENSG00000083312.17__TNPO1__TNPO1-001__last_exon__in_PolyA_DB	-642
chr5-536__ENST00000337273.9__ENSG00000083312.17__TNPO1__TNPO1-001__last_exon__in_PolyA_DB	-1622
chr5-755__ENST00000337273.9__ENSG00000083312.17__TNPO1__TNPO1-001__last_exon__in_PolyA_DB	-1934
chr5-245__ENST00000337273.9__ENSG00000083312.17__TNPO1__TNPO1-001__last_exon__in_PolyA_DB	-5680
chr5-523__ENST00000380494.9__ENSG00000113163.15__COL4A3BP__COL4A3BP-001__last_exon__in_PolyA_DB	-3089
chr5-1159__ENST00000380494.9__ENSG00000113163.15__COL4A3BP__COL4A3BP-001__last_exon	-1574
chr5-1943__ENST00000631802.1__ENSG00000254893.5__AC113404.1__AC113404.1-201__after_last_exon__in_PolyA_DB	-714
chr5-844__ENST00000317593.8__ENSG00000171643.13__S100Z__S100Z-002__last_exon	-515
chr5-219__ENST00000396137.4__ENSG00000152409.8__JMY__JMY-001__last_exon__in_PolyA_DB	-521
chr5-900__ENST00000396137.4__ENSG00000152409.8__JMY__JMY-001__last_exon__in_PolyA_DB	-1869
chr5-1081__ENST00000396137.4__ENSG00000152409.8__JMY__JMY-001__last_exon__in_PolyA_DB	-2662
chr5-1082__ENST00000396137.4__ENSG00000152409.8__JMY__JMY-001__last_exon	-4389
chr5-280__ENST00000396137.4__ENSG00000152409.8__JMY__JMY-001__last_exon__in_PolyA_DB	-5606
chr5-1373__ENST00000282185.7__ENSG00000152348.15__ATG10__ATG10-001__last_exon__in_PolyA_DB	-351
chr5-779__ENST00000282185.7__ENSG00000152348.15__ATG10__ATG10-001__last_exon__in_PolyA_DB	-725
chr5-1732__ENST00000282185.7__ENSG00000152348.15__ATG10__ATG10-001__last_exon__in_PolyA_DB	-1251
chr5-431__ENST00000490814.6__ENSG00000028310.17__BRD9__BRD9-006__last_exon__in_PolyA_DB	-3006,-2861,-2688,-2577,-2461,-2328,-2228,-2152,-2056,-1923,-1811,-1772,-1669,-1509,-996,-828
chr5-180__ENST00000247655.3__ENSG00000127184.11__COX7C__COX7C-001__last_exon__in_PolyA_DB	-99
chr5-537__ENST00000247655.3__ENSG00000127184.11__COX7C__COX7C-001__last_exon__in_PolyA_DB	-295
chr5-514__ENST00000515800.6__ENSG00000145715.14__RASA1__RASA1-005__last_exon__in_PolyA_DB	-2657,-2569,-2491,-2333,-2256,-2083,-1923,-1780,-1664,-1577,-1509,-1420,-1342,-1117
chr5-809__ENST00000510089.5__ENSG00000164180.13__TMEM161B__TMEM161B-004__last_exon__in_PolyA_DB	-6688,-1281
chr5-332__ENST00000237858.10__ENSG00000173221.13__GLRX__GLRX-001__last_exon__in_PolyA_DB	-541
chr5-12__ENST00000379979.8__ENSG00000173221.13__GLRX__GLRX-002__last_exon__in_PolyA_DB	-980
chr5-478__ENST00000395812.6__ENSG00000153113.23__CAST__CAST-011__last_exon__in_PolyA_DB	-174
chr5-173__ENST00000395812.6__ENSG00000153113.23__CAST__CAST-011__last_exon__in_PolyA_DB	-415
chr5-446__ENST00000395812.6__ENSG00000153113.23__CAST__CAST-011__last_exon__in_PolyA_DB	-597
chr5-703__ENST00000395812.6__ENSG00000153113.23__CAST__CAST-011__last_exon__in_PolyA_DB	-1699
chr5-256__ENST00000395812.6__ENSG00000153113.23__CAST__CAST-011__last_exon__in_PolyA_DB	-2044
chr6-873__ENST00000416605.6__ENSG00000085382.11__HACE1__HACE1-004__last_exon__in_PolyA_DB	-3042,-2959,-2862,-2760,-2653,-2502,-2167,-2098,-2010,-1905,-1793,-1695,-1607,-1457,-1260,-1128,-1029,-958,-844
chr6-672__ENST00000406360.1__ENSG00000118689.14__FOXO3__FOXO3-201__last_exon__in_PolyA_DB	-545
chr6-437__ENST00000343882.10__ENSG00000118689.14__FOXO3__FOXO3-001__last_exon__in_PolyA_DB	-4943
chr6-231__ENST00000283141.10__ENSG00000153157.12__SYCP2L__SYCP2L-001__last_exon__in_PolyA_DB	-309
chr6-1185__ENST00000283141.10__ENSG00000153157.12__SYCP2L__SYCP2L-001__after_last_exon__in_PolyA_DB	-786
chr6-728__ENST00000607388.1__ENSG00000197498.12__RPF2__RPF2-004__last_exon__in_PolyA_DB	-700,-618,-541,-441,-338,-193
chr6-1039__ENST00000607388.1__ENSG00000197498.12__RPF2__RPF2-004__last_exon__in_PolyA_DB	-850,-768,-691,-591,-488,-343
chr6-1251__ENST00000607388.1__ENSG00000197498.12__RPF2__RPF2-004__last_exon__in_PolyA_DB	-1205,-1123,-1046,-946,-843,-698
